﻿Timestamp,File,Folder,LastOriginalDateTime,FirstHistoryDateTime,LastHistoryDateTime,CurrentSizeMB,HistoryVersionsMB,TotalOriginalMB,VersionsFound,PolicyApplied,RuleReason,KeepCountApplied,VersionsDeleted,FirstDeletedHistoryDateTime,LastDeletedHistoryDateTime,SpaceSavedMB,FinalSizeMB
"2026-04-22 09:36:32","N/A (No modifications)","/sites/H6323_SPOF/DPT-MK","","","","0.00","0.00","0.00","0","None","No cleanup condition matched.","0","0","","","0.00","0.00"
